unique_id,sample_year,stream_name,site_id,sample_hitch,compartment,resource,taxon_code,length_mm,d13C,d15N,CN
9/8/17 SMB-02,2017,Laramie,LR07,H3,fish,fish,SMB,210,-24.7278288,10.9717428,3.373680216
BH-47-17,2017,Laramie,LR07,H3,fish,fish,SMB,69,-24.049758,8.2927224,4.264221473
BH-48-17,2017,Laramie,LR07,H3,fish,fish,SMB,76,-25.5834341,9.5994792,3.286837044
BH-49-17,2017,Laramie,LR07,H3,fish,fish,SMB,96,-24.6323959,8.8634202,3.335018537
BH-54-17,2017,Laramie,LR07,H3,fish,fish,SMB,69,-23.830401,8.9672751,3.310185788
BH-55-17,2017,Laramie,LR07,H3,fish,fish,SMB,53,-24.62723793,8.0971122,4.011241725
BH-56-17,2017,Laramie,LR07,H3,fish,fish,SMB,64,-26.2049548,8.2896975,3.852229947
BH-57-17,2017,Laramie,LR07,H3,fish,fish,SMB,88,-24.2937533,8.607312,3.32219876
BH-58-17,2017,Laramie,LR07,H3,fish,fish,SMB,94,-25.1565822,8.6627685,3.400025088
BH-59-17,2017,Laramie,LR07,H3,fish,fish,SMB,67,-25.5053638,8.6466357,3.288084308
BH-60-17,2017,Laramie,LR07,H3,fish,fish,SMB,143,-24.7540639,9.5278899,3.257102238
BH-61-17,2017,Laramie,LR07,H3,fish,fish,SMB,136,-25.3603761,8.9692917,3.271712838
2015-LR07-STC-01,2015,Laramie,LR07,H3,fish,fish,STC,183,-24.6774988,11.219942,3.399330034
BH-6,2016,Laramie,LR07,H3,fish,fish,STC,120,-27.4,10.8,3.5
BH-5,2016,Laramie,LR07,H3,fish,fish,STC,167,-25.7,11.2,3.5
BH-26,2016,Laramie,LR07,H3,fish,fish,STC,191,-24.8,11.1,3.2
BH-25,2016,Laramie,LR07,H3,fish,fish,STC,210,-25.1,11.4,3.3
BH-261,2016,Laramie,LR07,H3,fish,fish,STC,170,-24.3,11.2,3.2
BH-262,2016,Laramie,LR07,H3,fish,fish,STC,180,-24.6,11.4,3.5
BH-263,2016,Laramie,LR07,H3,fish,fish,STC,182,-24.4,11.4,3.4
BH-264,2016,Laramie,LR07,H3,fish,fish,STC,183,-24.9,11.2,3.4
BH-265,2016,Laramie,LR07,H3,fish,fish,STC,188,-25.3,11.6,3.4
2017-LR07-STC-45,2017,Laramie,LR07,H3,fish,fish,STC,84,-26.911252,7.916925,3.867207829
2017-LR07-STC-46,2017,Laramie,LR07,H3,fish,fish,STC,181,-25.5303202,10.767105,3.182342022
2017-LR07-STC-47,2017,Laramie,LR07,H3,fish,fish,STC,157,-25.6621272,11.058555,3.269177483
2017-LR07-STC-49,2017,Laramie,LR07,H3,fish,fish,STC,201,-24.2122502,11.591205,3.166511039
2017-LR07-STC-50,2017,Laramie,LR07,H3,fish,fish,STC,41,-25.42689984,7.92597,4.227142061
2016-LR07-STC-02,2017,Laramie,LR07,H3,fish,fish,STC,138,-26.8607208,11.2040872,3.467738474
BH-75,2016,Laramie,LR07,H3,fish,fish,STK,37,-27,10.8,3.8
2015-LR07-STR-04,2015,Laramie,LR07,H3,fish,fish,STR,93,-27.3561,9.296867,3.573030132
2015-LR07-STR-01,2015,Laramie,LR07,H3,fish,fish,STR,150,-26.2747306,9.176987,3.273984751
2015-LR07-STR-06,2015,Laramie,LR07,H3,fish,fish,STR,97,-26.8915042,10.344818,3.493561975
2015-LR07-STR-02,2015,Laramie,LR07,H3,fish,fish,STR,143,-26.6788584,9.540623,3.329982554
2015-LR07-STR-05,2015,Laramie,LR07,H3,fish,fish,STR,119,-27.3389674,9.328835,3.451806812
2015-LR07-STR-03,2015,Laramie,LR07,H3,fish,fish,STR,124,-27.1525244,9.424739,3.379340637
2015-LR07-STR-10,2015,Laramie,LR07,H3,fish,fish,STR,120,-26.409997,9.8412701,3.408535474
BH-39,2016,Laramie,LR07,H3,fish,fish,STR,110,-26,9.5,3.4
BH-40,2016,Laramie,LR07,H3,fish,fish,STR,116,-25.9,9,3.4
BH-38,2016,Laramie,LR07,H3,fish,fish,STR,142,-26.7,10.1,3.4
BH-34,2016,Laramie,LR07,H3,fish,fish,STR,91,-26.2,9,3.4
BH-266,2016,Laramie,LR07,H3,fish,fish,STR,45,-27.2,10.1,3.5
BH-267,2016,Laramie,LR07,H3,fish,fish,STR,93,-27.4,9.3,3.6
BH-268,2016,Laramie,LR07,H3,fish,fish,STR,97,-27.9,10.3,3.5
BH-269,2016,Laramie,LR07,H3,fish,fish,STR,97,-28.8,10.4,3.5
BH-270,2016,Laramie,LR07,H3,fish,fish,STR,119,-28.3,9.3,3.5
BH-271,2016,Laramie,LR07,H3,fish,fish,STR,119,-27.3,9.3,3.4
BH-272,2016,Laramie,LR07,H3,fish,fish,STR,124,-27.2,9.4,3.4
BH-273,2016,Laramie,LR07,H3,fish,fish,STR,143,-28.7,9.5,3.3
BH-274,2016,Laramie,LR07,H3,fish,fish,STR,150,-28.3,9.2,3.3
2017-LR07-STR-51,2017,Laramie,LR07,H3,fish,fish,STR,71,-26.5269839,8.198325,3.293601539
2017-LR07-STR-52,2017,Laramie,LR07,H3,fish,fish,STR,119,-28.7456917,8.23149,3.295680363
2017-LR07-STR-53,2017,Laramie,LR07,H3,fish,fish,STR,94,-28.5355527,8.28576,3.488587243
2017-LR07-STR-54,2017,Laramie,LR07,H3,fish,fish,STR,85,-27.7010801,9.22443,3.245938289
2017-LR07-STR-55,2017,Laramie,LR07,H3,fish,fish,STR,62,-27.7953728,8.9169,3.758334434
2017-LR07-STR-56,2017,Laramie,LR07,H3,fish,fish,STR,80,-27.2346861,8.3541,3.398616293
2017-LR07-STR-57,2017,Laramie,LR07,H3,fish,fish,STR,78,-27.0684065,8.439525,3.289107863
2017-LR07-STR-58,2017,Laramie,LR07,H3,fish,fish,STR,88,-26.434719,8.393295,3.286161948
2017-LR07-STR-59,2017,Laramie,LR07,H3,fish,fish,STR,71,-27.002503,8.19933,3.440828911
2017-LR07-STR-60,2017,Laramie,LR07,H3,fish,fish,STR,81,-26.434719,7.175235,3.407156756
2017-LR07-STR-61,2017,Laramie,LR07,H3,fish,fish,STR,114,-26.1923969,8.9169,3.387197493
2017-LR07-STR-62,2017,Laramie,LR07,H3,fish,fish,STR,99,-26.93153,7.627485,3.244303212
2017-LR07-STR-63,2017,Laramie,LR07,H3,fish,fish,STR,86,-26.9883084,8.035515,3.581830335
2017-LR07-STR-64,2017,Laramie,LR07,H3,fish,fish,STR,73,-26.2846618,7.31895,3.23306255
2017-LR07-STR-65,2017,Laramie,LR07,H3,fish,fish,STR,68,-26.708472,8.76012,3.309414646
BH-27-17,2017,Laramie,LR07,H3,fish,fish,STR,64,-27.1590347,7.3590366,3.593444462
BH-28-17,2017,Laramie,LR07,H3,fish,fish,STR,112,-26.1694683,7.3086216,3.240769825
BH-29-17,2017,Laramie,LR07,H3,fish,fish,STR,116,-27.9894188,9.3453876,3.309296899
BH-30-17,2017,Laramie,LR07,H3,fish,fish,STR,108,-26.9511852,7.639344,3.235704826
BH-32-17,2017,Laramie,LR07,H3,fish,fish,STR,79,-26.8447257,7.4356674,3.590607248
2015-LR07-WHS-06,2015,Laramie,LR07,H3,fish,fish,WHS,176,-26.7483966,9.512651,3.297558502
2015-LR07-WHS-05,2015,Laramie,LR07,H3,fish,fish,WHS,251,-27.3651702,9.290873,3.363925886
2015-LR07-WHS-02,2015,Laramie,LR07,H3,fish,fish,WHS,200,-27.426646,8.717447,3.377405405
2015-LR07-WHS-01,2015,Laramie,LR07,H3,fish,fish,WHS,205,-27.139423,8.976188,3.325871797
2015-LR07-WHS-04,2015,Laramie,LR07,H3,fish,fish,WHS,185,-26.8612702,8.970194,3.340938734
2016-LR07-WHS-26,2016,Laramie,LR07,H3,fish,fish,WHS,76,-26.607558,8.584811,3.352717833
2016-LR07-WHS-17,2016,Laramie,LR07,H3,fish,fish,WHS,82,-26.680172,9.2328375,3.334908122
2016-LR07-WHS-32,2016,Laramie,LR07,H3,fish,fish,WHS,40,-26.2905905,9.6202555,3.347496328
2016-LR07-WHS-33,2016,Laramie,LR07,H3,fish,fish,WHS,38,-25.909154,8.879402,3.383901789
2016-LR07-WHS-16,2016,Laramie,LR07,H3,fish,fish,WHS,92,-27.454466,8.481532,3.738123736
2016-LR07-WHS-19,2016,Laramie,LR07,H3,fish,fish,WHS,66,-27.478604,8.964637,3.960125641
2016-LR07-WHS-20,2016,Laramie,LR07,H3,fish,fish,WHS,82,-25.7894233,8.608669,4.026763699
2016-LR07-WHS-23,2016,Laramie,LR07,H3,fish,fish,WHS,60,-25.68343043,8.367515,4.069143706
2016-LR07-WHS-27,2016,Laramie,LR07,H3,fish,fish,WHS,81,-27.31338,8.631668,3.83398294
2016-LR07-WHS-30,2016,Laramie,LR07,H3,fish,fish,WHS,40,-26.4218928,9.251346,3.386017713
2016-LR07-WHS-21,2016,Laramie,LR07,H3,fish,fish,WHS,53,-26.5863272,8.9650028,3.474193919
2016-LR07-WHS-22,2016,Laramie,LR07,H3,fish,fish,WHS,59,-26.79414,8.805812,3.426861963
2016-LR07-WHS-31,2016,Laramie,LR07,H3,fish,fish,WHS,50,-25.40704,8.585548,3.335538186
BH-43,2016,Laramie,LR07,H3,fish,fish,WHS,157,-26.3,9.5,3.3
BH-42,2016,Laramie,LR07,H3,fish,fish,WHS,160,-26.3,9.7,3.3
BH-27,2016,Laramie,LR07,H3,fish,fish,WHS,248,-25.8,9.9,3.3
BH-29,2016,Laramie,LR07,H3,fish,fish,WHS,294,-25.4,10.1,3.3
BH-28,2016,Laramie,LR07,H3,fish,fish,WHS,307,-25.6,9.8,3.3
BH-44,2016,Laramie,LR07,H3,fish,fish,WHS,314,-26.1,10,3.3
BH-275,2016,Laramie,LR07,H3,fish,fish,WHS,176,-26.7,9.5,3.3
BH-276,2016,Laramie,LR07,H3,fish,fish,WHS,185,-26.9,9,3.3
BH-277,2016,Laramie,LR07,H3,fish,fish,WHS,185,-26.9,9,3.3
BH-278,2016,Laramie,LR07,H3,fish,fish,WHS,200,-27.4,8.7,3.4
BH-279,2016,Laramie,LR07,H3,fish,fish,WHS,200,-27.4,8.7,3.4
BH-280,2016,Laramie,LR07,H3,fish,fish,WHS,205,-27.1,9,3.3
BH-281,2016,Laramie,LR07,H3,fish,fish,WHS,205,-27.1,9,3.3
BH-282,2016,Laramie,LR07,H3,fish,fish,WHS,251,-27.4,9.3,3.4
BH-283,2016,Laramie,LR07,H3,fish,fish,WHS,251,-27.4,9.3,3.4
BH-284,2016,Laramie,LR07,H3,fish,fish,WHS,69,-26,8.7,3.4
BH-285,2016,Laramie,LR07,H3,fish,fish,WHS,79,-25.9,8.4,3.4
BH-286,2016,Laramie,LR07,H3,fish,fish,WHS,81,-25.8,8.5,3.4
2017-LR07-WHS-77,2017,Laramie,LR07,H3,fish,fish,WHS,315,-26.4832306,8.909707,3.356442962
2017-LR07-WHS-78,2017,Laramie,LR07,H3,fish,fish,WHS,272,-26.0403748,8.5333508,3.269663715
2017-LR07-WHS-79,2017,Laramie,LR07,H3,fish,fish,WHS,244,-25.9684234,8.6400186,3.239319307
2017-LR07-WHS-80,2017,Laramie,LR07,H3,fish,fish,WHS,420,-25.3218742,9.7409108,3.371712768
2017-LR07-WHS-81,2017,Laramie,LR07,H3,fish,fish,WHS,315,-25.8924184,9.3102144,3.300252049
2016-LR07-WHS-15,2017,Laramie,LR07,H3,fish,fish,WHS,79,-25.89185761,8.274074,4.327754237
2016-LR07-WHS-18,2017,Laramie,LR07,H3,fish,fish,WHS,80,-25.83881766,8.408097,4.001355321
2016-LR07-WHS-24,2017,Laramie,LR07,H3,fish,fish,WHS,109,-27.334803,8.827722,3.790682732
2016-LR07-WHS-25,2017,Laramie,LR07,H3,fish,fish,WHS,117,-27.3759961,8.434553,3.746391921
B-2016-LR08-H3-19,2016,Laramie,LR08,H3,invert,invert,Ameletidae,NA,-27.84837227,9.834476,5.256412814
B-2016-LR08-H3-20,2016,Laramie,LR08,H3,invert,invert,Ameletidae,NA,-27.84739512,9.288269,5.104626135
B-2016-LR08-H3-16,2016,Laramie,LR08,H3,invert,invert,Athericidae,NA,-27.61776404,8.5258535,4.655936358
B-2016-LR08-H3-161,2016,Laramie,LR08,H3,invert,invert,Athericidae,NA,-27.4859383,7.59394739,4.598373
B-2016-LR08-H2-4,2016,Laramie,LR08,H2,invert,invert,Baetidae,NA,-28.89814921,9.9424227,6.254804447
B-2016-LR08-H2-4,2016,Laramie,LR08,H2,invert,invert,Baetidae,NA,-27.87711818,9.29463,6.3
B-2016-LR08-H2-4,2016,Laramie,LR08,H2,invert,invert,Baetidae,NA,-27.88193674,9.200937,6.2
B-2016-LR08-H3-22,2016,Laramie,LR08,H3,invert,invert,Baetidae,NA,-29.40595495,8.8653745,5.844966313
PP-16-H1-LR08-ALG-LITH--NA,2016,Laramie,LR08,H1,baseline,biofilm,Biofilm,NA,-27.5979497,7.937214,9.19462151
PP-16-H1-LR08-ALG-LITH--NA,2016,Laramie,LR08,H1,baseline,biofilm,Biofilm,NA,-27.886099,7.2901582,10.34720336
PP-16-H2-LR08-ALG-PEL--NA,2016,Laramie,LR08,H3,baseline,biofilm,Biofilm,NA,-27.0164296,7.4009829,11.56505114
PP-16-H2-LR08-ALG-LITH--NA,2016,Laramie,LR08,H2,baseline,biofilm,Biofilm,NA,-27.7291374,7.1479094,10.41826072
PP-17-H3-LR08-ALG-LITH-211A,2017,Laramie,LR08,H3,baseline,biofilm,Biofilm,NA,-26.3212302,7.7811962,12.62454646
PP-17-H3-LR08-ALG-LITH-211B,2017,Laramie,LR08,H3,baseline,biofilm,Biofilm,NA,-27.266846,7.674558,12.686456
PP-17-H2-LR08-ALG-LITH-3-A,2017,Laramie,LR08,H2,baseline,biofilm,Biofilm,NA,-27.135846,7.1368694,6.340282474
2016-LR08-BMS-81,2016,Laramie,LR08,H3,fish,fish,BMS,61,-27.4547003,12.345829,3.81360318
2016-LR08-BMS-82,2016,Laramie,LR08,H3,fish,fish,BMS,66,-27.2055761,12.5966784,3.617448993
2016-LR08-BMS-83,2016,Laramie,LR08,H3,fish,fish,BMS,55,-28.2182761,11.7451896,3.767401176
2016-LR08-BMS-84,2016,Laramie,LR08,H3,fish,fish,BMS,65,-26.24392674,12.7116094,4.037357803
2016-LR08-BMS-85,2016,Laramie,LR08,H3,fish,fish,BMS,55,-26.38592247,11.4229834,4.107075249
2016-LR08-BMS-86,2016,Laramie,LR08,H3,fish,fish,BMS,57,-27.5833132,11.9270804,3.822411138
2016-LR08-BMS-87,2016,Laramie,LR08,H3,fish,fish,BMS,49,-26.87752148,12.6686352,4.077600739
2016-LR08-BMS-88,2016,Laramie,LR08,H3,fish,fish,BMS,54,-26.90787919,11.5593012,4.242048595
2016-LR08-BMS-89,2016,Laramie,LR08,H3,fish,fish,BMS,53,-27.6258466,10.6838268,3.919223031
2016-LR08-BMS-90,2016,Laramie,LR08,H3,fish,fish,BMS,59,-27.80881762,9.8243428,4.139797877
2016-LR08-BMS-91,2016,Laramie,LR08,H3,fish,fish,BMS,56,-31.1459918,11.8381338,3.913818717
2016-LR08-BMS-92,2016,Laramie,LR08,H3,fish,fish,BMS,40,-30.4603939,11.4053936,3.816432712
2016-LR08-H1-terr-c3c4,2016,Laramie,LR08,H1,baseline,terrC3,c3,NA,-27.86560256,2.449495,14.9854178
2017-LR08-H2-terr-c3,2017,Laramie,LR08,H2,baseline,terrC3,c3,NA,-28.08222064,2.6965236,17.40975534
PP-16-H2-LR08-FBOM-DEP--NA,2016,Laramie,LR08,H2,baseline,terrC4,c4,NA,-21.1778464,4.2963485,14.06615941
2017-LR08-H2-terr-c4,2017,Laramie,LR08,H2,baseline,terrC4,c4,NA,-20.5439752,4.4895908,20.60665166
2017-LR08-CCF-01,2017,Laramie,LR08,H3,fish,fish,CCF,482,-27.894,16.364,3.98
B-2016-LR08-H3-14,2016,Laramie,LR08,H3,invert,invert,Chironomidae,NA,-28.41373685,8.729636,5.414908436
B-2016-LR08-H3-141,2016,Laramie,LR08,H3,invert,invert,Chironomidae,NA,-28.2981987,8.39298747,5.3827289
2016-LR08-CKC-58,2016,Laramie,LR08,H3,fish,fish,CKC,44,-26.4159095,12.3185536,3.518094805
2016-LR08-CKC-54,2016,Laramie,LR08,H3,fish,fish,CKC,57,-27.280742,12.8459225,3.890186204
2016-LR08-CKC-55,2016,Laramie,LR08,H3,fish,fish,CKC,51,-25.43340291,12.4346348,4.017658257
2016-LR08-CKC-56,2016,Laramie,LR08,H3,fish,fish,CKC,44,-26.6324352,11.8427254,3.565041896
2016-LR08-CKC-57,2016,Laramie,LR08,H3,fish,fish,CKC,44,-27.1194924,11.8947982,3.984044681
B-2016-LR08-H1-4,2016,Laramie,LR08,H1,invert,invert,Corixidae,NA,-27.46539492,9.3358724,4.494269018
B-2016-LR08-H2-1,2016,Laramie,LR08,H2,invert,invert,Corixidae,NA,-27.7086371,8.9457312,4.631100063
B-2016-LR08-H2-1,2016,Laramie,LR08,H2,invert,invert,Corixidae,NA,-27.32217516,9.53552,4.3
B-2016-LR08-H2-1,2016,Laramie,LR08,H2,invert,invert,Corixidae,NA,-27.46173579,10.023726,4.5
B-2016-LR08-H3-11,2016,Laramie,LR08,H3,invert,invert,Corixidae,NA,-26.20968585,8.7769785,4.606816583
2016-LR08-CRP-49,2016,Laramie,LR08,H3,fish,fish,CRP,52,-27.675227,10.6223671,3.54492353
2016-LR08-CRP-41,2016,Laramie,LR08,H3,fish,fish,CRP,54,-30.5361368,10.662816,3.831638474
2016-LR08-CRP-42,2016,Laramie,LR08,H3,fish,fish,CRP,50,-30.4934102,12.910061,3.54783402
2016-LR08-CRP-73,2016,Laramie,LR08,H3,fish,fish,CRP,326,-26.6826044,13.008159,3.483969591
2016-LR08-CRP-44,2016,Laramie,LR08,H3,fish,fish,CRP,54,-25.52049489,11.857009,4.042787034
2016-LR08-CRP-45,2016,Laramie,LR08,H3,fish,fish,CRP,50,-29.4771275,12.286438,3.497406678
2016-LR08-CRP-46,2016,Laramie,LR08,H3,fish,fish,CRP,50,-27.4862714,10.986139,3.341702644
2016-LR08-CRP-47,2016,Laramie,LR08,H3,fish,fish,CRP,44,-26.2644941,11.809962,3.441453133
2016-LR08-CRP-48,2016,Laramie,LR08,H3,fish,fish,CRP,52,-28.7680694,11.072225,3.540994022
2016-LR08-CRP-43,2016,Laramie,LR08,H3,fish,fish,CRP,73,-25.3784258,12.041193,3.230257322
2016-LR08-CRP-72,2016,Laramie,LR08,H3,fish,fish,CRP,434,-27.2425172,12.9703018,3.345209407
2017-LR08-CRP-01,2017,Laramie,LR08,H3,fish,fish,CRP,349,-26.483,13.027,3.64
2017-LR08-CRP-02,2017,Laramie,LR08,H3,fish,fish,CRP,243,-27.018,12.937,3.711
2017-LR08-CRP-03,2017,Laramie,LR08,H3,fish,fish,CRP,75,-25.554,12.462,3.282
2017-LR08-CRP-04,2017,Laramie,LR08,H3,fish,fish,CRP,48,-25.981,12.013,3.218
2017-LR08-CRP-05,2017,Laramie,LR08,H3,fish,fish,CRP,68,-27.138,11.027,3.636
2017-LR08-CRP-06,2017,Laramie,LR08,H3,fish,fish,CRP,58,-29.348,12.234,3.852
2017-LR08-CRP-07,2017,Laramie,LR08,H3,fish,fish,CRP,76,-30.013,10.864,3.811
2017-LR08-CRP-08,2017,Laramie,LR08,H3,fish,fish,CRP,71,-30.683,12.027,3.842
B-2016-LR08-H2-20,2016,Laramie,LR08,H2,invert,invert,Dytiscidae,NA,-27.77743992,8.4078183,4.900244772
B-2016-LR08-H2-20,2016,Laramie,LR08,H2,invert,invert,Dytiscidae,NA,-26.39270172,9.472615,5
B-2016-LR08-H2-20,2016,Laramie,LR08,H2,invert,invert,Dytiscidae,NA,-26.56558778,9.988553,4.8
B-2016-LR08-H3-25,2016,Laramie,LR08,H3,invert,invert,Elmidae-adult,NA,-23.56410691,6.560996,4.261141848
B-2016-LR08-H3-251,2016,Laramie,LR08,H3,invert,invert,Elmidae-adult,NA,-23.213847,5.9384732,4.856238
B-2016-LR08-H3-24,2016,Laramie,LR08,H3,invert,invert,Elmidae-larvae,NA,-26.656245,7.6780555,5.371323726
B-2016-LR08-H3-241,2016,Laramie,LR08,H3,invert,invert,Elmidae-larvae,NA,-26.3847328,7.12038721,5.2818723
B-2016-LR08-H2-3,2016,Laramie,LR08,H2,invert,invert,Ephemeridae,NA,-28.02839624,10.3688028,4.831283292
B-2016-LR08-H3-17,2016,Laramie,LR08,H3,invert,invert,Ephemeridae,NA,-27.58625164,9.511752,4.574085241
B-2016-LR08-H3-18,2016,Laramie,LR08,H3,invert,invert,Ephemeridae,NA,-28.02132844,9.595646,5.4712384
PP-16-H1-LR08-ALG-PEL--NA,2016,Laramie,LR08,H1,baseline,detritus,FBOM,NA,-21.7991488,2.5779297,11.50147095
PP-16-H2-LR08-FBOM-EROS--NA,2016,Laramie,LR08,H2,baseline,detritus,FBOM,NA,-21.4387528,2.4310391,11.36802888
PP-16-H1-LR08-FBOM---NA,2017,Laramie,LR08,H1,baseline,detritus,FBOM,NA,-20.3057896,2.5658565,9.775530034
PP-17-H2-LR08-FBOM-DEP-212A,2017,Laramie,LR08,H3,baseline,detritus,FBOM,NA,-22.5770145,3.1721348,8.578181818
PP-17-H2-LR08-FBOM-DEP-4-A,2017,Laramie,LR08,H2,baseline,detritus,FBOM,NA,-21.689849,3.9879816,20.98454955
PP-17-H2-LR08-FBOM-DEP-5-A,2017,Laramie,LR08,H2,baseline,detritus,FBOM,NA,-22.018949,2.9816634,40.88918354
2016-LR08-H1-photo-filimentous,2016,Laramie,LR08,H1,baseline,photo,filimentous,NA,-28.51312016,5.455198,8.580588062
2016-SW04-H1-photo-filimentous,2016,Laramie,LR08,H1,baseline,photo,filimentous,NA,-31.63371464,2.71652,17.64756521
2017-LR08-H2-photo-filimentous,2017,Laramie,LR08,H2,baseline,photo,filimentous,NA,-26.98712752,6.4755704,13.24731137
2016-LR08-FWD-70,2016,Laramie,LR08,H3,fish,fish,FWD,432,-27.2132736,15.1823944,3.226878506
2016-LR08-FWD-71,2016,Laramie,LR08,H3,fish,fish,FWD,380,-27.597474,14.9100136,3.521857001
2017-LR08-FWD-01,2017,Laramie,LR08,H3,fish,fish,FWD,412,-26.367363,14.836262,3.136098501
2017-LR08-FWD-02,2017,Laramie,LR08,H3,fish,fish,FWD,449,-26.237483,15.13466,3.194354775
2017-LR08-FWD-03,2017,Laramie,LR08,H3,fish,fish,FWD,405,-26.688233,14.37374,3.162335042
B-2016-LR08-H1-1,2016,Laramie,LR08,H1,invert,invert,Gomphidae,NA,-28.376724,10.0890983,3.998959582
B-2016-LR08-H1-2,2016,Laramie,LR08,H1,invert,invert,Gomphidae,NA,-27.7311423,10.0140758,3.875888626
B-2016-LR08-H2-5,2016,Laramie,LR08,H2,invert,invert,Gomphidae,NA,-26.72991909,10.0825454,4.456773504
B-2016-LR08-H2-4,2016,Laramie,LR08,H2,invert,invert,Gomphidae,NA,-26.46768909,8.9205005,5.278963356
B-2016-LR08-H3-10,2016,Laramie,LR08,H3,invert,invert,Gomphidae,NA,-27.69300486,9.901014,5.038019594
B-2016-LR08-H3-9,2016,Laramie,LR08,H3,invert,invert,Gomphidae,NA,-28.29493142,10.115977,5.684690383
2016-LR08-GZD-20,2016,Laramie,LR08,H3,fish,fish,GZD,112,-29.369871,11.3593408,3.604291556
2016-LR08-GZD-21,2016,Laramie,LR08,H3,fish,fish,GZD,115,-28.6756575,11.5531856,3.799753067
2016-LR08-GZD-22,2016,Laramie,LR08,H3,fish,fish,GZD,116,-28.5,11.2,3.3
2016-LR08-GZD-23,2016,Laramie,LR08,H3,fish,fish,GZD,113,-28.8,11.6,3.3
2016-LR08-GZD-24,2016,Laramie,LR08,H3,fish,fish,GZD,117,-28.9,11.8,3.5
2016-LR08-GZD-25,2016,Laramie,LR08,H3,fish,fish,GZD,115,-29.54,11.9,3.5
2016-LR08-GZD-26,2016,Laramie,LR08,H3,fish,fish,GZD,111,-29.3,11.5,3.3
2016-LR08-GZD-27,2016,Laramie,LR08,H3,fish,fish,GZD,120,-29.7,11.7,3.4
2016-LR08-GZD-28,2016,Laramie,LR08,H3,fish,fish,GZD,117,-29.4,11.3,3.4
2016-LR08-GZD-29,2016,Laramie,LR08,H3,fish,fish,GZD,119,-29.3,11.6,3.4
B-2016-LR08-H1-9,2016,Laramie,LR08,H1,invert,invert,Heptaganeidae,NA,-30.2008832,8.3365727,8.217108244
B-2016-LR08-H2-3,2016,Laramie,LR08,H2,invert,invert,Heptaganeidae,NA,-27.42984519,9.1120134,6.371646324
B-2016-LR08-H2-3,2016,Laramie,LR08,H2,invert,invert,Heptaganeidae,NA,-27.36619677,9.174525,6.4
B-2016-LR08-H2-3,2016,Laramie,LR08,H2,invert,invert,Heptaganeidae,NA,-27.38685827,9.027252,6.5
B-2016-LR08-H2-19,2016,Laramie,LR08,H2,invert,invert,Hydrophilidae,NA,-25.05766848,8.5744039,4.54106455
B-2016-LR08-H2-19,2016,Laramie,LR08,H2,invert,invert,Hydrophilidae,NA,-25.14365412,9.199265,4.3
B-2016-LR08-H2-19,2016,Laramie,LR08,H2,invert,invert,Hydrophilidae,NA,-24.99296546,8.873615,4.6
B-2016-LR08-H1-3,2016,Laramie,LR08,H1,invert,invert,Hydropyschidae,NA,-28.58987599,9.1248091,5.219744871
B-2016-LR08-H2-7,2016,Laramie,LR08,H2,invert,invert,Hydropyschidae,NA,-28.70152755,8.9347125,6.375572119
B-2016-LR08-H2-7,2016,Laramie,LR08,H2,invert,invert,Hydropyschidae,NA,-28.82432601,8.9726252,6.3
B-2016-LR08-H2-7,2016,Laramie,LR08,H2,invert,invert,Hydropyschidae,NA,-28.72215647,8.9347125,6.4
B-2016-LR08-H2-15,2016,Laramie,LR08,H2,invert,invert,Hydropyschidae,NA,-28.72891764,10.2088749,5.840301701
B-2016-LR08-H3-7,2016,Laramie,LR08,H3,invert,invert,Hydropyschidae,NA,-28.40144115,8.836244,5.318157599
B-2017-LR08-H3-1,2017,Laramie,LR08,H3,invert,invert,Hydropyschidae,NA,-27.54886046,3.109382,6.08601329
B-2016-LR08-H2-2,2016,Laramie,LR08,H2,invert,invert,Leptohyphidae,NA,-27.42397589,9.270282,5.771294065
B-2016-LR08-H2-2,2016,Laramie,LR08,H2,invert,invert,Leptohyphidae,NA,-27.5116766,9.9372662,5.6
B-2016-LR08-H2-2,2016,Laramie,LR08,H2,invert,invert,Leptohyphidae,NA,-27.36847357,8.918636,5.7
B-2016-LR08-H1-8,2016,Laramie,LR08,H1,invert,invert,Leptophlebiidae,NA,-27.94508233,8.5086243,4.985949379
B-2016-LR08-H3-21,2016,Laramie,LR08,H3,invert,invert,Leptophlebiidae,NA,-27.967585,8.536903,5.37997217
B-2016-LR08-H3-23,2016,Laramie,LR08,H3,invert,invert,Leptophlebiidae,NA,-27.91677302,8.287787,5.791064215
2016-LR08-LMB-11,2016,Laramie,LR08,H3,fish,fish,LMB,121,-27.4303955,15.0282186,3.282308623
2016-LR08-LMB-12,2016,Laramie,LR08,H3,fish,fish,LMB,170,-27.1610173,13.7040136,3.266406847
2016-LR08-LMB-14,2016,Laramie,LR08,H3,fish,fish,LMB,143,-26.5483338,13.7020148,3.239059946
2016-LR08-LMB-15,2016,Laramie,LR08,H3,fish,fish,LMB,129,-27.8142088,15.1501454,3.28639468
2016-LR08-LMB-32,2016,Laramie,LR08,H3,fish,fish,LMB,82,-26.7985766,13.172323,3.230614299
2016-LR08-LMB-33,2016,Laramie,LR08,H3,fish,fish,LMB,81,-26.7527981,13.676827,3.27058164
2016-LR08-LMB-35,2016,Laramie,LR08,H3,fish,fish,LMB,73,-27.3479186,13.652803,3.2970233
